USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         1  0.0  0.0  21448   532 ?        Ss   Mar06   0:07 /sbin/init
root      1587  0.0  0.0  13644    40 ?        Ss   Mar06   0:00 /usr/bin/vmnet-dhcpd -s 6 -cf /etc/vmware/vmnet8/dhcpd/dhcpd.conf -lf /etc/vmware/vmnet8/dhcpd/dhcpd.leases -pf /var/run/vmnet-dhcpd-vmnet8.pid vmnet8
root      1606  0.0  0.0  23616   364 ?        Ss   Mar06   1:30 /usr/sbin/vmware-authdlauncher
root      2027  0.0  0.0 106752   996 ?        S    Apr08   0:45 /bin/bash /usr/sbin/ksmtuned
root      2232  0.0  0.0      0     0 ?        S    Mar06   0:00 [iprt/0]
root      2233  0.0  0.0      0     0 ?        S    Mar06   0:00 [iprt/1]
root      2234  0.0  0.0      0     0 ?        S    Mar06   0:00 [iprt/2]
root      2235  0.0  0.0      0     0 ?        S    Mar06   0:00 [iprt/3]
dbus      2251  0.0  0.0  24640  1788 ?        Ss   Mar06   0:09 dbus-daemon --system
root      2274  0.0  0.0 189728   616 ?        Ss   Mar06   0:00 cupsd -C /etc/cups/cupsd.conf
root      2299  0.0  0.0   4080   332 ?        Ss   Mar06   0:00 /usr/sbin/acpid
68        2308  0.0  0.0  41104  2204 ?        Ssl  Mar06   0:21 hald
root      2309  0.0  0.0  20324   676 ?        S    Mar06   0:00 hald-runner
root      2350  0.0  0.0  22444   452 ?        S    Mar06   0:10 hald-addon-input: Listening on /dev/input/event5 /dev/input/event4 /dev/input/event0 /dev/input/event1
root      2353  0.0  0.0  22440   528 ?        S    Mar06  32:42 hald-addon-storage: polling /dev/sr0 (every 2 sec)
68        2355  0.0  0.0  17932     8 ?        S    Mar06   0:00 hald-addon-acpi: listening on acpid socket /var/run/acpid.socket
root      2377  0.0  0.0  91272   368 ?        Ssl  Mar06   0:00 pcscd
nscd      2410  0.0  0.0 1105384 1472 ?        Ssl  Mar06   1:35 /usr/sbin/nscd
root      2773  0.0  0.0   4452     4 ?        Ss   Mar06   0:00 /usr/sbin/mcelog --daemon
root      2783  0.0  0.0      0     0 ?        S    Mar06   0:02 [afs_pagecopy]
root      2789  0.0  0.0      0     0 ?        S    Mar06   0:03 [afs_callback]
root      2790  0.0  0.0   6772   424 ?        Ss   Mar06   0:00 /usr/vice/etc/afsd -dynroot -fakestat -afsdb
root      2791  0.0  0.0      0     0 ?        S    Mar06   2:35 [afs_rxlistener]
root      2792  0.0  0.0      0     0 ?        S    Mar06   3:28 [afs_rxevent]
root      2796  0.0  0.0      0     0 ?        S    Mar06   2:40 [afsd]
root      2800  0.0  0.0      0     0 ?        S    Mar06   1:45 [afs_checkserver]
root      2801  0.0  0.0      0     0 ?        S    Mar06   0:07 [afs_background]
root      2802  0.0  0.0      0     0 ?        S    Mar06   0:07 [afs_background]
root      2803  0.0  0.0      0     0 ?        S    Mar06   0:07 [afs_background]
root      2804  0.0  0.0      0     0 ?        S    Mar06   0:07 [afs_background]
root      2806  0.0  0.0      0     0 ?        S    Mar06   0:25 [afs_cachetrim]
root      2816  0.0  0.0  22024   604 ?        Ss   Mar06   1:33 /usr/bin/vmware-usbarbitrator
root      2857  0.0  0.0  22696   404 ?        Ss   Mar06   0:00 xinetd -stayalive -pidfile /var/run/xinetd.pid
ntp       2865  0.0  0.0  25388   652 ?        Ss   Mar06   0:06 ntpd -u ntp:ntp -p /var/run/ntpd.pid -g
root      2945  0.0  0.0  80172   256 ?        Ss   Mar06   0:13 /usr/libexec/postfix/master
postfix   2954  0.0  0.0  80208   632 ?        S    Mar06   0:02 qmgr -l -t fifo -u
root      2969  0.0  0.0 108584   636 ?        Ss   Mar06   0:30 /usr/sbin/abrtd
root      2977  0.0  0.0 108204   220 ?        Ss   Mar06   0:00 abrt-dump-oops -d /var/spool/abrt -rwx /var/log/messages
root      2990  0.0  0.0   6736   104 ?        Ss   Mar06   1:03 /usr/sbin/gpm -m /dev/input/mice -t exps2
root      2998  0.0  0.0 388192   460 ?        Ssl  Mar20   0:26 automount --pid-file /var/run/autofs.pid
root      3009  0.0  0.0 115528   388 ?        Ss   Mar06   0:06 crond
root      3020  0.0  0.0  19952    52 ?        Ss   Mar06   0:00 /usr/sbin/atd
root      3036  0.0  0.0 686856  2140 ?        Ssl  Mar06   0:31 /usr/libexec/karl
root      3066  0.0  0.0 100920   368 ?        Ss   Mar06   0:00 rhnsd
root      3074  0.0  0.0 104016   356 ?        Ss   Mar06   0:00 /usr/bin/rhsmcertd
root      3103  0.0  0.0 132344  1328 ?        Ssl  Mar06   0:00 /usr/sbin/gdm-binary -nodaemon
root      3108  0.0  0.0   4060     8 tty2     Ss+  Mar06   0:00 /sbin/mingetty /dev/tty2
root      3110  0.0  0.0   4060     8 tty3     Ss+  Mar06   0:00 /sbin/mingetty /dev/tty3
root      3112  0.0  0.0   4060     8 tty4     Ss+  Mar06   0:00 /sbin/mingetty /dev/tty4
root      3114  0.0  0.0   4060     8 tty5     Ss+  Mar06   0:00 /sbin/mingetty /dev/tty5
root      3116  0.0  0.0   4060     8 tty6     Ss+  Mar06   0:00 /sbin/mingetty /dev/tty6
root      3177  0.0  0.0 2087716 2396 ?        Sl   Mar06   0:02 /usr/sbin/console-kit-daemon --no-daemon
root      3252  0.0  0.0  50268  1888 ?        S    Mar06   0:00 /usr/libexec/devkit-power-daemon
root      3295  0.0  0.0 151980  2256 ?        S    Mar06   0:01 /usr/libexec/polkit-1/polkitd
rtkit     3305  0.0  0.0 166652   724 ?        SNl  Mar06   0:59 /usr/libexec/rtkit-daemon
hadoop    3586  2.7  3.2 4626724 394076 ?      SNl  Mar06 2237:34 /usr/lib/jvm/java/bin/java -Dproc_datanode -Xmx2000m -server -Dcom.sun.management.jmxremote -Dcom.sun.management.jmxremote -Dcom.sun.management.jmxremote -Dhadoop.log.dir=/var/local/hadoop/logs -Dhadoop.log.file=hadoop-hadoop-datanode-ghc24.ghc.andrew.cmu.edu.log -Dhadoop.home.dir=/usr/local/hadoop-1.0.1/libexec/.. -Dhadoop.id.str=hadoop -Dhadoop.root.logger=INFO,DRFA -Dhadoop.security.logger=INFO,NullAppender -Djava.library.path=/usr/local/hadoop-1.0.1/libexec/../lib/native/Linux-amd64-64 -Dhadoop.policy.file=hadoop-policy.xml -classpath /usr/local/hadoop-1.0.1/libexec/../conf:/usr/lib/jvm/java/lib/tools.jar:/usr/local/hadoop-1.0.1/libexec/..:/usr/local/hadoop-1.0.1/libexec/../hadoop-core-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/asm-3.2.jar:/usr/local/hadoop-1.0.1/libexec/../lib/aspectjrt-1.6.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/aspectjtools-1.6.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-beanutils-1.7.0.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-beanutils-core-1.8.0.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-cli-1.2.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-codec-1.4.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-collections-3.2.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-configuration-1.6.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-daemon-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-digester-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-el-1.0.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-httpclient-3.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-lang-2.4.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-logging-1.1.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-logging-api-1.0.4.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-math-2.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-net-1.4.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/core-3.1.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hadoop-capacity-scheduler-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hadoop-fairscheduler-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hadoop-thriftfs-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hsqldb-1.8.0.10.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jackson-core-asl-1.8.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jackson-mapper-asl-1.8.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jasper-compiler-5.5.12.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jasper-runtime-5.5.12.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jdeb-0.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jersey-core-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jersey-json-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jersey-server-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jets3t-0.6.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jetty-6.1.26.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jetty-util-6.1.26.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jsch-0.1.42.jar:/usr/local/hadoop-1.0.1/libexec/../lib/junit-4.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/kfs-0.2.2.jar:/usr/local/hadoop-1.0.1/libexec/../lib/log4j-1.2.15.jar:/usr/local/hadoop-1.0.1/libexec/../lib/mockito-all-1.8.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/oro-2.0.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/servlet-api-2.5-20081211.jar:/usr/local/hadoop-1.0.1/libexec/../lib/slf4j-api-1.4.3.jar:/usr/local/hadoop-1.0.1/libexec/../lib/slf4j-log4j12-1.4.3.jar:/usr/local/hadoop-1.0.1/libexec/../lib/xmlenc-0.52.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jsp-2.1/jsp-2.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jsp-2.1/jsp-api-2.1.jar org.apache.hadoop.hdfs.server.datanode.DataNode
hadoop    3733  0.0  1.4 4627308 172388 ?      SNl  Mar06  70:31 /usr/lib/jvm/java/bin/java -Dproc_tasktracker -Xmx2000m -Dhadoop.log.dir=/var/local/hadoop/logs -Dhadoop.log.file=hadoop-hadoop-tasktracker-ghc24.ghc.andrew.cmu.edu.log -Dhadoop.home.dir=/usr/local/hadoop-1.0.1/libexec/.. -Dhadoop.id.str=hadoop -Dhadoop.root.logger=INFO,DRFA -Dhadoop.security.logger=INFO,NullAppender -Djava.library.path=/usr/local/hadoop-1.0.1/libexec/../lib/native/Linux-amd64-64 -Dhadoop.policy.file=hadoop-policy.xml -classpath /usr/local/hadoop-1.0.1/libexec/../conf:/usr/lib/jvm/java/lib/tools.jar:/usr/local/hadoop-1.0.1/libexec/..:/usr/local/hadoop-1.0.1/libexec/../hadoop-core-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/asm-3.2.jar:/usr/local/hadoop-1.0.1/libexec/../lib/aspectjrt-1.6.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/aspectjtools-1.6.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-beanutils-1.7.0.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-beanutils-core-1.8.0.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-cli-1.2.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-codec-1.4.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-collections-3.2.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-configuration-1.6.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-daemon-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-digester-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-el-1.0.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-httpclient-3.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-lang-2.4.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-logging-1.1.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-logging-api-1.0.4.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-math-2.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-net-1.4.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/core-3.1.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hadoop-capacity-scheduler-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hadoop-fairscheduler-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hadoop-thriftfs-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hsqldb-1.8.0.10.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jackson-core-asl-1.8.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jackson-mapper-asl-1.8.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jasper-compiler-5.5.12.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jasper-runtime-5.5.12.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jdeb-0.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jersey-core-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jersey-json-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jersey-server-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jets3t-0.6.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jetty-6.1.26.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jetty-util-6.1.26.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jsch-0.1.42.jar:/usr/local/hadoop-1.0.1/libexec/../lib/junit-4.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/kfs-0.2.2.jar:/usr/local/hadoop-1.0.1/libexec/../lib/log4j-1.2.15.jar:/usr/local/hadoop-1.0.1/libexec/../lib/mockito-all-1.8.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/oro-2.0.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/servlet-api-2.5-20081211.jar:/usr/local/hadoop-1.0.1/libexec/../lib/slf4j-api-1.4.3.jar:/usr/local/hadoop-1.0.1/libexec/../lib/slf4j-log4j12-1.4.3.jar:/usr/local/hadoop-1.0.1/libexec/../lib/xmlenc-0.52.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jsp-2.1/jsp-2.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jsp-2.1/jsp-api-2.1.jar org.apache.hadoop.mapred.TaskTracker
root      4962  0.0  0.0      0     0 ?        S    09:02   0:00 [flush-afs]
root      5207  0.0  0.0 100904   596 ?        S    09:03   0:00 sleep 60
root      5272  0.0  0.0 101232  4644 ?        Ss   09:04   0:00 sshd: tdecker [priv]
tdecker   5282  0.0  0.0 101232  2088 ?        S    09:04   0:00 sshd: tdecker@notty
tdecker   5283  0.0  0.0 111024  1432 ?        Ss   09:04   0:00 csh -c sh getData.sh
tdecker   5299  0.0  0.0 106060  1328 ?        S    09:04   0:00 sh getData.sh
tdecker   5304  0.0  0.0 108432  1128 ?        R    09:04   0:00 ps aux
root      6908  0.0  0.0 163132  3748 ?        Sl   Apr29   0:00 /usr/libexec/gdm-simple-slave --display-id /org/gnome/DisplayManager/Display1
root      6911  0.0  0.3 177668 44140 tty7     Ss+  Apr29   0:09 /usr/bin/Xorg :0 -br -verbose -audit 4 -auth /var/run/gdm/auth-for-gdm-Gl5cYc/database -nolisten tcp
gdm       6930  0.0  0.0  18236   804 ?        S    Apr29   0:00 /usr/bin/dbus-launch --exit-with-session
gdm       6931  0.0  0.0  19948   928 ?        Ss   Apr29   0:00 /bin/dbus-daemon --fork --print-pid 5 --print-address 7 --session
gdm       6932  0.0  0.0 266548  9860 ?        Ssl  Apr29   0:00 /usr/bin/gnome-session --autostart=/usr/share/gdm/autostart/LoginWindow/
gdm       6935  0.0  0.0 131824  5912 ?        S    Apr29   0:00 /usr/libexec/gconfd-2
gdm       6936  0.0  0.0 118512  5876 ?        S    Apr29   0:00 /usr/libexec/at-spi-registryd
gdm       6940  0.0  0.1 368228 13852 ?        Ssl  Apr29   0:55 /usr/libexec/gnome-settings-daemon --gconf-prefix=/apps/gdm/simple-greeter/settings-manager-plugins
gdm       6942  0.0  0.0 356652  3628 ?        Ssl  Apr29   0:00 /usr/libexec/bonobo-activation-server --ac-activate --ior-output-fd=12
gdm       6949  0.0  0.0 135100  2184 ?        S    Apr29   0:00 /usr/libexec/gvfsd
gdm       6950  0.0  0.0 303572 10600 ?        S    Apr29   0:00 metacity
gdm       6951  0.0  0.0 269888  9416 ?        S    Apr29   0:01 gnome-power-manager
gdm       6952  0.0  0.1 438208 18940 ?        S    Apr29   0:02 /usr/libexec/gdm-simple-greeter
gdm       6960  0.0  0.0 244504  8104 ?        S    Apr29   0:00 /usr/libexec/polkit-gnome-authentication-agent-1
gdm       6964  0.0  0.0 427756  4416 ?        S<sl Apr29   0:00 /usr/bin/pulseaudio --start --log-target=syslog
root      6968  0.0  0.0 195176  3092 ?        S    Apr29   0:00 pam: gdm-password
josephp1  7678  0.0  0.0 794040 11072 ?        Sl   Apr23   0:00 /usr/libexec/e-calendar-factory
root      8057  0.0  0.0  10976   840 ?        S<   Apr23   0:00 /sbin/udevd -d
root      8058  0.0  0.0  10976   736 ?        S<   Apr23   0:00 /sbin/udevd -d
dallen1   8921  0.0  0.0 728500     8 ?        Sl   Apr05   0:00 /usr/libexec/e-calendar-factory
skathara  9720  0.0  0.0 794036     8 ?        Sl   Mar21   0:00 /usr/libexec/e-calendar-factory
root     10666  0.0  0.0  64808   312 ?        Ss   Apr09   0:08 /usr/sbin/sshd
dsedra   11290  0.0  0.0 121776     8 ?        Ss   Apr07   0:12 SCREEN
dsedra   11291  0.0  0.0 106700     8 pts/4    Ss+  Apr07   0:00 /bin/bash
dfzhang  11603  0.0  0.0 794040  9676 ?        Sl   Apr23   0:00 /usr/libexec/e-calendar-factory
dsedra   12012  0.0  0.0 121680     8 ?        Ss   Mar30   0:00 SCREEN
dsedra   12013  0.0  0.0 106636     8 pts/3    Ss+  Mar30   0:00 /bin/bash
dsedra   12728  0.0  0.0 142136     8 pts/4    T    Apr07   0:05 vim ApproxPageRank.java
