USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         1  0.0  0.0  21448  1352 ?        Ss   May05   0:02 /sbin/init
hadoop    3806  0.0  1.0 5270048 130004 ?      SNl  May05   2:03 /usr/lib/jvm/java/bin/java -Dproc_tasktracker -Xmx2000m -Dhadoop.log.dir=/var/local/hadoop/logs -Dhadoop.log.file=hadoop-hadoop-tasktracker-ghc41.ghc.andrew.cmu.edu.log -Dhadoop.home.dir=/usr/local/hadoop-1.0.1/libexec/.. -Dhadoop.id.str=hadoop -Dhadoop.root.logger=INFO,DRFA -Dhadoop.security.logger=INFO,NullAppender -Djava.library.path=/usr/local/hadoop-1.0.1/libexec/../lib/native/Linux-amd64-64 -Dhadoop.policy.file=hadoop-policy.xml -classpath /usr/local/hadoop-1.0.1/libexec/../conf:/usr/lib/jvm/java/lib/tools.jar:/usr/local/hadoop-1.0.1/libexec/..:/usr/local/hadoop-1.0.1/libexec/../hadoop-core-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/asm-3.2.jar:/usr/local/hadoop-1.0.1/libexec/../lib/aspectjrt-1.6.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/aspectjtools-1.6.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-beanutils-1.7.0.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-beanutils-core-1.8.0.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-cli-1.2.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-codec-1.4.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-collections-3.2.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-configuration-1.6.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-daemon-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-digester-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-el-1.0.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-httpclient-3.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-lang-2.4.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-logging-1.1.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-logging-api-1.0.4.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-math-2.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-net-1.4.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/core-3.1.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hadoop-capacity-scheduler-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hadoop-fairscheduler-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hadoop-thriftfs-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hsqldb-1.8.0.10.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jackson-core-asl-1.8.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jackson-mapper-asl-1.8.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jasper-compiler-5.5.12.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jasper-runtime-5.5.12.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jdeb-0.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jersey-core-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jersey-json-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jersey-server-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jets3t-0.6.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jetty-6.1.26.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jetty-util-6.1.26.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jsch-0.1.42.jar:/usr/local/hadoop-1.0.1/libexec/../lib/junit-4.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/kfs-0.2.2.jar:/usr/local/hadoop-1.0.1/libexec/../lib/log4j-1.2.15.jar:/usr/local/hadoop-1.0.1/libexec/../lib/mockito-all-1.8.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/oro-2.0.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/servlet-api-2.5-20081211.jar:/usr/local/hadoop-1.0.1/libexec/../lib/slf4j-api-1.4.3.jar:/usr/local/hadoop-1.0.1/libexec/../lib/slf4j-log4j12-1.4.3.jar:/usr/local/hadoop-1.0.1/libexec/../lib/xmlenc-0.52.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jsp-2.1/jsp-2.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jsp-2.1/jsp-api-2.1.jar org.apache.hadoop.mapred.TaskTracker
dkirby    8866  0.0  0.0 728412 11948 ?        Sl   12:40   0:00 /usr/libexec/e-calendar-factory
postfix  15127  0.0  0.0  79924  3312 ?        S    13:20   0:00 pickup -l -t fifo -u
root     16031  0.0  0.0  55636  3412 ?        Sl   May06   0:06 /usr/libexec/udisks-daemon
root     16040  0.0  0.0  45032   872 ?        S    May06   0:16 udisks-daemon: polling /dev/sr0
jnaviask 16241  0.0  0.1 859484 14072 ?        Sl   May06   0:00 /usr/libexec/e-calendar-factory
root     16997  0.0  0.0 103192  4696 ?        Ss   13:31   0:00 sshd: shuaihan [priv]
shuaihan 17340  0.0  0.0 103192  2168 ?        S    13:33   0:00 sshd: shuaihan@pts/0
shuaihan 17341  0.0  0.0 111528  2368 pts/0    Ss   13:33   0:00 -csh
root     18864  0.0  0.0 103204  4676 ?        Ss   13:42   0:00 sshd: aakashsa [priv]
aakashsa 18888  0.0  0.0 103204  2300 ?        S    13:42   0:00 sshd: aakashsa@pts/1
aakashsa 18889  0.0  0.0 111660  2576 pts/1    Ss   13:42   0:00 -csh
aakashsa 19076  0.0  0.0  44884  4152 pts/1    S+   13:44   0:00 vim par_impl/par_decoding.cpp
gdm      25903  0.0  0.0 503580  4496 ?        S<sl 14:24   0:00 /usr/bin/pulseaudio --start --log-target=syslog
sjindel  26137  0.0  0.0  63096  2780 ?        Sl   14:24   0:00 /usr/bin/gnome-keyring-daemon --daemonize --login
root     26211  0.0  0.0 163044  3760 ?        Sl   14:25   0:00 /usr/libexec/gdm-simple-slave --display-id /org/gnome/DisplayManager/Display1
root     26213  0.1  0.4 176372 51980 tty7     Ss+  14:25   0:01 /usr/bin/Xorg :0 -br -verbose -audit 4 -auth /var/run/gdm/auth-for-gdm-DQVzTU/database -nolisten tcp
gdm      26252  0.0  0.0  18144   800 ?        S    14:25   0:00 /usr/bin/dbus-launch --exit-with-session
gdm      26256  0.0  0.0  19856   916 ?        Ss   14:25   0:00 /bin/dbus-daemon --fork --print-pid 5 --print-address 7 --session
gdm      26257  0.0  0.0 266176  9536 ?        Ssl  14:25   0:00 /usr/bin/gnome-session --autostart=/usr/share/gdm/autostart/LoginWindow/
gdm      26260  0.0  0.0 131724  5912 ?        S    14:25   0:00 /usr/libexec/gconfd-2
gdm      26263  0.0  0.0 118420  5900 ?        S    14:25   0:00 /usr/libexec/at-spi-registryd
gdm      26265  0.0  0.1 365920 13740 ?        Ssl  14:25   0:00 /usr/libexec/gnome-settings-daemon --gconf-prefix=/apps/gdm/simple-greeter/settings-manager-plugins
gdm      26267  0.0  0.0 356628  3684 ?        Ssl  14:25   0:00 /usr/libexec/bonobo-activation-server --ac-activate --ior-output-fd=12
gdm      26274  0.0  0.0 135100  2188 ?        S    14:25   0:00 /usr/libexec/gvfsd
gdm      26275  0.0  0.0 301256 10588 ?        S    14:25   0:00 metacity
gdm      26277  0.0  0.0 244412  8108 ?        S    14:25   0:00 /usr/libexec/polkit-gnome-authentication-agent-1
gdm      26278  0.0  0.0 269792  9348 ?        S    14:25   0:00 gnome-power-manager
gdm      26279  0.0  0.1 404212 17368 ?        S    14:25   0:00 /usr/libexec/gdm-simple-greeter
root     26286  0.0  0.0 195176  3096 ?        S    14:25   0:00 pam: gdm-password
shuaihan 27862  0.0  0.0   9196  1240 pts/0    S+   14:34   0:00 sh c.sh
shuaihan 27863  0.0  0.0  14388  1648 pts/0    S+   14:34   0:00 Render -proj /afs/cs.cmu.edu/academic/class/15465-s14/final_presentation/midterm/scene16_21 -rd /afs/cs.cmu.edu/academic/class/15465-s14/final_presentation/midterm/scene16_21/images -s 121 -e 130 -b 1 -pad 4 findingTheHead_scene16.mb
shuaihan 27864  0.0  0.0  13572  1176 pts/0    S+   14:34   0:00 /bin/csh -f /usr/autodesk/maya2014-x64/bin/maya -batch -file findingTheHead_scene16.mb -script /tmp/ASTMPPqG2xY.mel -proj /afs/cs.cmu.edu/academic/class/15465-s14/final_presentation/midterm/scene16_21
shuaihan 27884  292 10.9 4456844 1331044 pts/0 Sl+  14:34  23:22 /usr/autodesk/maya2014-x64/bin/maya.bin -batch -file findingTheHead_scene16.mb -script /tmp/ASTMPPqG2xY.mel -proj /afs/cs.cmu.edu/academic/class/15465-s14/final_presentation/midterm/scene16_21
root     29025  0.0  0.0      0     0 ?        S    14:38   0:00 [flush-afs]
root     30084  0.0  0.0 100904   596 ?        S    14:42   0:00 sleep 60
root     30128  0.1  0.0 101112  4652 ?        Ss   14:42   0:00 sshd: tdecker [priv]
tdecker  30156  0.0  0.0 101112  2104 ?        S    14:42   0:00 sshd: tdecker@notty
tdecker  30157  0.0  0.0 110764  1432 ?        Ss   14:42   0:00 csh -c sh getData.sh
tdecker  30173  0.0  0.0 106060  1328 ?        S    14:42   0:00 sh getData.sh
tdecker  30178  0.0  0.0 108340  1128 ?        R    14:42   0:00 ps aux
