USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root         1  0.0  0.0  21448  1468 ?        Ss   May02   0:02 /sbin/init
root        99  0.0  0.0      0     0 ?        S    May02   0:10 [ata/2]
root       100  0.0  0.0      0     0 ?        S    May02   0:24 [ata/3]
root       101  0.0  0.0      0     0 ?        S    May02   0:21 [ata/4]
root       102  0.0  0.0      0     0 ?        S    May02   1:05 [ata/5]
root       103  0.0  0.0      0     0 ?        S    May02   0:01 [ata/6]
root       104  0.0  0.0      0     0 ?        S    May02   0:02 [ata/7]
root       105  0.0  0.0      0     0 ?        S    May02   0:05 [ata/8]
root       106  0.0  0.0      0     0 ?        S    May02   0:12 [ata/9]
root       107  0.0  0.0      0     0 ?        S    May02   0:10 [ata/10]
root       108  0.0  0.0      0     0 ?        S    May02   0:33 [ata/11]
root       109  0.0  0.0      0     0 ?        S    May02   0:00 [ata_aux]
root       110  0.0  0.0      0     0 ?        S    May02   0:00 [ksuspend_usbd]
root       111  0.0  0.0      0     0 ?        S    May02   0:00 [khubd]
root       112  0.0  0.0      0     0 ?        S    May02   0:00 [kseriod]
root       113  0.0  0.0      0     0 ?        S    May02   0:00 [md/0]
root       114  0.0  0.0      0     0 ?        S    May02   0:00 [md/1]
root       115  0.0  0.0      0     0 ?        S    May02   0:00 [md/2]
root       116  0.0  0.0      0     0 ?        S    May02   0:00 [md/3]
root       117  0.0  0.0      0     0 ?        S    May02   0:00 [md/4]
root       118  0.0  0.0      0     0 ?        S    May02   0:00 [md/5]
root       119  0.0  0.0      0     0 ?        S    May02   0:00 [md/6]
root       120  0.0  0.0      0     0 ?        S    May02   0:00 [md/7]
root       121  0.0  0.0      0     0 ?        S    May02   0:00 [md/8]
root       122  0.0  0.0      0     0 ?        S    May02   0:00 [md/9]
root       123  0.0  0.0      0     0 ?        S    May02   0:00 [md/10]
root       124  0.0  0.0      0     0 ?        S    May02   0:00 [md/11]
root       125  0.0  0.0      0     0 ?        S    May02   0:00 [md_misc/0]
root       126  0.0  0.0      0     0 ?        S    May02   0:00 [md_misc/1]
root       127  0.0  0.0      0     0 ?        S    May02   0:00 [md_misc/2]
root       128  0.0  0.0      0     0 ?        S    May02   0:00 [md_misc/3]
root       129  0.0  0.0      0     0 ?        S    May02   0:00 [md_misc/4]
root       130  0.0  0.0      0     0 ?        S    May02   0:00 [md_misc/5]
root       131  0.0  0.0      0     0 ?        S    May02   0:00 [md_misc/6]
root       132  0.0  0.0      0     0 ?        S    May02   0:00 [md_misc/7]
root       133  0.0  0.0      0     0 ?        S    May02   0:00 [md_misc/8]
root       134  0.0  0.0      0     0 ?        S    May02   0:00 [md_misc/9]
root       135  0.0  0.0      0     0 ?        S    May02   0:00 [md_misc/10]
root       136  0.0  0.0      0     0 ?        S    May02   0:00 [md_misc/11]
root       137  0.0  0.0      0     0 ?        S    May02   0:00 [khungtaskd]
root       138  0.1  0.0      0     0 ?        S    May02   8:39 [kswapd0]
root       139  0.0  0.0      0     0 ?        SN   May02   0:00 [ksmd]
root       140  0.0  0.0      0     0 ?        SN   May02   0:15 [khugepaged]
root       141  0.0  0.0      0     0 ?        S    May02   0:00 [aio/0]
root       142  0.0  0.0      0     0 ?        S    May02   0:00 [aio/1]
root       143  0.0  0.0      0     0 ?        S    May02   0:00 [aio/2]
root       144  0.0  0.0      0     0 ?        S    May02   0:00 [aio/3]
root       145  0.0  0.0      0     0 ?        S    May02   0:00 [aio/4]
root       146  0.0  0.0      0     0 ?        S    May02   0:00 [aio/5]
root       147  0.0  0.0      0     0 ?        S    May02   0:00 [aio/6]
root       148  0.0  0.0      0     0 ?        S    May02   0:00 [aio/7]
root       149  0.0  0.0      0     0 ?        S    May02   0:00 [aio/8]
root       150  0.0  0.0      0     0 ?        S    May02   0:00 [aio/9]
root       151  0.0  0.0      0     0 ?        S    May02   0:00 [aio/10]
root       152  0.0  0.0      0     0 ?        S    May02   0:00 [aio/11]
root       153  0.0  0.0      0     0 ?        S    May02   0:00 [crypto/0]
root       154  0.0  0.0      0     0 ?        S    May02   0:00 [crypto/1]
root       155  0.0  0.0      0     0 ?        S    May02   0:00 [crypto/2]
root       156  0.0  0.0      0     0 ?        S    May02   0:00 [crypto/3]
root       157  0.0  0.0      0     0 ?        S    May02   0:00 [crypto/4]
root       158  0.0  0.0      0     0 ?        S    May02   0:00 [crypto/5]
root       159  0.0  0.0      0     0 ?        S    May02   0:00 [crypto/6]
root       160  0.0  0.0      0     0 ?        S    May02   0:00 [crypto/7]
root       161  0.0  0.0      0     0 ?        S    May02   0:00 [crypto/8]
root       162  0.0  0.0      0     0 ?        S    May02   0:00 [crypto/9]
root       163  0.0  0.0      0     0 ?        S    May02   0:00 [crypto/10]
root       164  0.0  0.0      0     0 ?        S    May02   0:00 [crypto/11]
root       169  0.0  0.0      0     0 ?        S    May02   0:00 [kthrotld/0]
root       170  0.0  0.0      0     0 ?        S    May02   0:00 [kthrotld/1]
root       171  0.0  0.0      0     0 ?        S    May02   0:00 [kthrotld/2]
root       172  0.0  0.0      0     0 ?        S    May02   0:00 [kthrotld/3]
root       173  0.0  0.0      0     0 ?        S    May02   0:00 [kthrotld/4]
root       174  0.0  0.0      0     0 ?        S    May02   0:00 [kthrotld/5]
root       175  0.0  0.0      0     0 ?        S    May02   0:00 [kthrotld/6]
root       176  0.0  0.0      0     0 ?        S    May02   0:00 [kthrotld/7]
root       177  0.0  0.0      0     0 ?        S    May02   0:00 [kthrotld/8]
root       178  0.0  0.0      0     0 ?        S    May02   0:00 [kthrotld/9]
root       179  0.0  0.0      0     0 ?        S    May02   0:00 [kthrotld/10]
root       180  0.0  0.0      0     0 ?        S    May02   0:00 [kthrotld/11]
root       182  0.0  0.0      0     0 ?        S    May02   0:00 [kpsmoused]
root       183  0.0  0.0      0     0 ?        S    May02   0:00 [usbhid_resumer]
root       215  0.0  0.0      0     0 ?        S    May02   0:00 [kstriped]
root       387  0.0  0.0      0     0 ?        S    May02   3:43 [scsi_eh_0]
root       388  0.0  0.0      0     0 ?        S    May02   3:35 [scsi_eh_1]
root       390  0.0  0.0      0     0 ?        S    May02   0:00 [scsi_eh_2]
root       391  0.0  0.0      0     0 ?        S    May02   0:00 [scsi_eh_3]
root       466  0.0  0.0      0     0 ?        S    May02   0:08 [kdmflush]
root       479  0.0  0.0      0     0 ?        S    May02   2:23 [jbd2/dm-0-8]
root       480  0.0  0.0      0     0 ?        S    May02   0:00 [ext4-dio-unwrit]
root       481  0.0  0.0      0     0 ?        S    May02   0:00 [ext4-dio-unwrit]
root       482  0.0  0.0      0     0 ?        S    May02   0:00 [ext4-dio-unwrit]
root       483  0.0  0.0      0     0 ?        S    May02   0:00 [ext4-dio-unwrit]
root       484  0.0  0.0      0     0 ?        S    May02   0:00 [ext4-dio-unwrit]
root       485  0.0  0.0      0     0 ?        S    May02   0:00 [ext4-dio-unwrit]
root       486  0.0  0.0      0     0 ?        S    May02   0:00 [ext4-dio-unwrit]
root       487  0.0  0.0      0     0 ?        S    May02   0:00 [ext4-dio-unwrit]
root       488  0.0  0.0      0     0 ?        S    May02   0:00 [ext4-dio-unwrit]
root       489  0.0  0.0      0     0 ?        S    May02   0:00 [ext4-dio-unwrit]
root       490  0.0  0.0      0     0 ?        S    May02   0:00 [ext4-dio-unwrit]
root       491  0.0  0.0      0     0 ?        S    May02   0:00 [ext4-dio-unwrit]
root       589  0.0  0.0  10824   572 ?        S<s  May02   0:00 /sbin/udevd -d
root       777  0.0  0.0      0     0 ?        S    May02   0:00 [edac-poller]
root       802  0.0  0.0      0     0 ?        S    May02   0:00 [hd-audio0]
rglenn     811  0.0  0.1 859572 12264 ?        Sl   May03   0:00 /usr/libexec/e-calendar-factory
root      1119  0.0  0.0      0     0 ?        S    May02   0:00 [kvm-irqfd-clean]
root      1167  0.0  0.0      0     0 ?        S    May02   0:00 [kjournald]
postfix   1223  0.0  0.0  79988  3352 ?        S    13:27   0:00 pickup -l -t fifo -u
root      1226  0.0  0.0      0     0 ?        S    May02   0:00 [kauditd]
root      1351  0.0  0.0 103268  4684 ?        Ss   13:28   0:00 sshd: shuaihan [priv]
shuaihan  1380  0.0  0.0 103268  2184 ?        S    13:28   0:01 sshd: shuaihan@pts/3
shuaihan  1381  0.0  0.0 111528  2364 pts/3    Ss   13:28   0:00 -csh
root      1403  0.1  0.0      0     0 ?        S    May02  16:04 [flush-253:0]
root      1545  0.0  0.0  93200   748 ?        S<sl May02   0:03 auditd
root      1570  0.0  0.0 257476  2312 ?        Sl   May02   0:58 /sbin/rsyslogd -i /var/run/syslogd.pid -c 5
root      1599  0.0  0.0  10828   624 ?        Ss   May02   1:05 irqbalance --pid=/var/run/irqbalance.pid
rpc       1613  0.0  0.0  18976   868 ?        Ss   May02   0:00 rpcbind
dbus      2139  0.0  0.0  24360  1788 ?        Ss   May02   0:03 dbus-daemon --system
root      2149  0.0  0.0 100968  5600 ?        Ssl  May02   0:00 NetworkManager --pid-file=/var/run/NetworkManager/NetworkManager.pid
root      2154  0.0  0.0  58048  2100 ?        S    May02   0:00 /usr/sbin/modem-manager
rpcuser   2168  0.0  0.0  23348   980 ?        Ss   May02   0:00 rpc.statd
nslcd     2177  0.0  0.0 450968  7752 ?        Ssl  May02   1:38 /usr/sbin/nslcd
root      2221  0.0  0.0   9120  1188 ?        S    May02   0:00 /sbin/dhclient -d -4 -sf /usr/libexec/nm-dhcp-client.action -pf /var/run/dhclient-eth0.pid -lf /var/lib/dhclient/dhclient-5fb06bd0-0bb0-7ffb-45f1-d6edd65f3e03-eth0.lease -cf /var/run/nm-dhclient-eth0.conf eth0
root      2224  0.0  0.0 194064  3532 ?        Ss   May02   0:02 cupsd -C /etc/cups/cupsd.conf
root      2250  0.0  0.0   4080   620 ?        Ss   May02   0:00 /usr/sbin/acpid
68        2259  0.0  0.0  41088  3568 ?        Ssl  May02   0:03 hald
root      2260  0.0  0.0  20324  1276 ?        S    May02   0:00 hald-runner
root      2371  0.0  0.0  22444  1204 ?        S    May02   0:00 hald-addon-input: Listening on /dev/input/event5 /dev/input/event4 /dev/input/event0 /dev/input/event1
68        2375  0.0  0.0  17932   968 ?        S    May02   0:00 hald-addon-acpi: listening on acpid socket /var/run/acpid.socket
root      2376  0.0  0.0  22440  1204 ?        S    May02   2:12 hald-addon-storage: polling /dev/sr1 (every 2 sec)
root      2377  0.0  0.0  22440  1204 ?        S    May02   2:15 hald-addon-storage: polling /dev/sr0 (every 2 sec)
root      2399  0.0  0.0  91272   936 ?        Ssl  May02   0:00 pcscd
root      2415  0.0  0.0 390028  1612 ?        Ssl  May02   0:03 automount --pid-file /var/run/autofs.pid
nscd      2432  0.0  0.0 1105384 1752 ?        Ssl  May02   0:13 /usr/sbin/nscd
root      2786  0.0  0.0   4452   392 ?        Ss   May02   0:00 /usr/sbin/mcelog --daemon
root      2796  0.0  0.0      0     0 ?        S    May02   0:00 [afs_pagecopy]
root      2802  0.0  0.0      0     0 ?        S    May02   0:54 [afs_rxlistener]
root      2803  0.0  0.0   7432   576 ?        Ss   May02   0:00 /usr/vice/etc/afsd -dynroot -fakestat -afsdb
root      2804  0.0  0.0      0     0 ?        S    May02   0:00 [afs_callback]
root      2805  0.0  0.0      0     0 ?        S    May02   0:16 [afs_rxevent]
root      2810  0.0  0.0      0     0 ?        S    May02   0:19 [afsd]
root      2812  0.0  0.0      0     0 ?        S    May02   0:07 [afs_checkserver]
root      2814  0.0  0.0      0     0 ?        S    May02   0:03 [afs_background]
root      2815  0.0  0.0      0     0 ?        S    May02   0:03 [afs_background]
root      2816  0.0  0.0      0     0 ?        S    May02   0:03 [afs_background]
root      2817  0.0  0.0      0     0 ?        S    May02   0:03 [afs_background]
root      2819  0.0  0.0      0     0 ?        S    May02   0:08 [afs_cachetrim]
root      2824  0.0  0.0 163156  3808 ?        Sl   13:36   0:00 /usr/libexec/gdm-simple-slave --display-id /org/gnome/DisplayManager/Display1
root      2828  1.0  1.0 253096 127424 tty7    Ss+  13:36   0:41 /usr/bin/Xorg :0 -br -verbose -audit 4 -auth /var/run/gdm/auth-for-gdm-NVnRxj/database -nolisten tcp
root      2831  0.0  0.0  64808   624 ?        Ss   May02   0:00 /usr/sbin/sshd
root      2839  0.0  0.0  23356   824 ?        Ss   May02   0:02 xinetd -stayalive -pidfile /var/run/xinetd.pid
ntp       2847  0.0  0.0  25992  1344 ?        Ss   May02   0:00 ntpd -u ntp:ntp -p /var/run/ntpd.pid -g
gdm       2861  0.0  0.0  18236   800 ?        S    13:36   0:00 /usr/bin/dbus-launch --exit-with-session
root      2896  0.0  0.0 210492  4472 ?        Sl   13:36   0:00 pam: gdm-password
eforney   2922  0.0  0.0 227120  6304 ?        Sl   13:36   0:00 /usr/bin/gnome-keyring-daemon --daemonize --login
root      2927  0.0  0.0  80780  2660 ?        Ss   May02   0:01 /usr/libexec/postfix/master
postfix   2934  0.0  0.0  80156  2748 ?        S    May02   0:00 qmgr -l -t fifo -u
root      2951  0.0  0.0 108616  1044 ?        Ss   May02   0:10 /usr/sbin/abrtd
root      2959  0.0  0.0 108204   944 ?        Ss   May02   0:08 abrt-dump-oops -d /var/spool/abrt -rwx /var/log/messages
root      2972  0.0  0.0   6736   488 ?        Ss   May02   0:04 /usr/sbin/gpm -m /dev/input/mice -t exps2
root      2982  0.0  0.0 106500  1004 ?        S    May02   0:07 /bin/bash /usr/sbin/ksmtuned
root      2991  0.0  0.0 115500   528 ?        Ss   May02   0:00 crond
root      3002  0.0  0.0  19952   312 ?        Ss   May02   0:00 /usr/sbin/atd
root      3018  0.0  0.0 490192  2316 ?        Ssl  May02   0:02 /usr/libexec/karl
root      3040  0.0  0.0 100920   664 ?        Ss   May02   0:00 rhnsd
root      3048  0.0  0.0 104016   636 ?        Ss   May02   0:00 /usr/bin/rhsmcertd
root      3082  0.0  0.0 112920  1384 ?        Sl   May02   5:44 spiceusbsrvd
root      3085  0.0  0.0 132348  2220 ?        Ssl  May02   0:00 /usr/sbin/gdm-binary -nodaemon
root      3090  0.0  0.0   4060   492 tty2     Ss+  May02   0:00 /sbin/mingetty /dev/tty2
root      3092  0.0  0.0   4060   492 tty3     Ss+  May02   0:00 /sbin/mingetty /dev/tty3
root      3094  0.0  0.0   4060   492 tty4     Ss+  May02   0:00 /sbin/mingetty /dev/tty4
root      3098  0.0  0.0   4060   492 tty6     Ss+  May02   0:00 /sbin/mingetty /dev/tty6
root      3101  0.0  0.0  10828   724 ?        S<   May02   0:00 /sbin/udevd -d
root      3145  0.0  0.0  10828   624 ?        S<   May02   0:00 /sbin/udevd -d
root      3158  0.0  0.0 4184300 3428 ?        Sl   May02   0:01 /usr/sbin/console-kit-daemon --no-daemon
root      3233  0.0  0.0  49956  2984 ?        S    May02   0:00 /usr/libexec/devkit-power-daemon
root      3272  0.0  0.0  55048  3940 ?        S    May02   0:00 /usr/libexec/polkit-1/polkitd
rtkit     3284  0.0  0.0 166652  1152 ?        SNl  May02   0:08 /usr/libexec/rtkit-daemon
eforney   3316  0.0  0.0 249372  7416 ?        Ssl  13:37   0:00 gnome-session
eforney   3331  0.0  0.0  18236   800 ?        S    13:37   0:00 dbus-launch --sh-syntax --exit-with-session
eforney   3333  0.0  0.0  20460  1484 ?        Ss   13:37   0:00 /bin/dbus-daemon --fork --print-pid 5 --print-address 7 --session
root      3378  0.0  0.0   4060   568 tty5     Ss+  May05   0:00 /sbin/mingetty /dev/tty5
eforney   3390  0.0  0.0 290640  5920 ?        Sl   13:37   0:00 /usr/libexec/kamsg
eforney   3391  0.0  0.0 186000  2112 ?        Sl   13:37   0:00 /usr/libexec/KeyAccess
hadoop    3459  0.0  1.4 6465680 173020 ?      SNl  May02   7:03 /usr/lib/jvm/java/bin/java -Dproc_tasktracker -Xmx2000m -Dhadoop.log.dir=/var/local/hadoop/logs -Dhadoop.log.file=hadoop-hadoop-tasktracker-ghc40.ghc.andrew.cmu.edu.log -Dhadoop.home.dir=/usr/local/hadoop-1.0.1/libexec/.. -Dhadoop.id.str=hadoop -Dhadoop.root.logger=INFO,DRFA -Dhadoop.security.logger=INFO,NullAppender -Djava.library.path=/usr/local/hadoop-1.0.1/libexec/../lib/native/Linux-amd64-64 -Dhadoop.policy.file=hadoop-policy.xml -classpath /usr/local/hadoop-1.0.1/libexec/../conf:/usr/lib/jvm/java/lib/tools.jar:/usr/local/hadoop-1.0.1/libexec/..:/usr/local/hadoop-1.0.1/libexec/../hadoop-core-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/asm-3.2.jar:/usr/local/hadoop-1.0.1/libexec/../lib/aspectjrt-1.6.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/aspectjtools-1.6.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-beanutils-1.7.0.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-beanutils-core-1.8.0.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-cli-1.2.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-codec-1.4.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-collections-3.2.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-configuration-1.6.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-daemon-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-digester-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-el-1.0.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-httpclient-3.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-lang-2.4.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-logging-1.1.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-logging-api-1.0.4.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-math-2.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/commons-net-1.4.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/core-3.1.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hadoop-capacity-scheduler-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hadoop-fairscheduler-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hadoop-thriftfs-1.0.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/hsqldb-1.8.0.10.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jackson-core-asl-1.8.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jackson-mapper-asl-1.8.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jasper-compiler-5.5.12.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jasper-runtime-5.5.12.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jdeb-0.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jersey-core-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jersey-json-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jersey-server-1.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jets3t-0.6.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jetty-6.1.26.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jetty-util-6.1.26.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jsch-0.1.42.jar:/usr/local/hadoop-1.0.1/libexec/../lib/junit-4.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/kfs-0.2.2.jar:/usr/local/hadoop-1.0.1/libexec/../lib/log4j-1.2.15.jar:/usr/local/hadoop-1.0.1/libexec/../lib/mockito-all-1.8.5.jar:/usr/local/hadoop-1.0.1/libexec/../lib/oro-2.0.8.jar:/usr/local/hadoop-1.0.1/libexec/../lib/servlet-api-2.5-20081211.jar:/usr/local/hadoop-1.0.1/libexec/../lib/slf4j-api-1.4.3.jar:/usr/local/hadoop-1.0.1/libexec/../lib/slf4j-log4j12-1.4.3.jar:/usr/local/hadoop-1.0.1/libexec/../lib/xmlenc-0.52.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jsp-2.1/jsp-2.1.jar:/usr/local/hadoop-1.0.1/libexec/../lib/jsp-2.1/jsp-api-2.1.jar org.apache.hadoop.mapred.TaskTracker
eforney   3460  0.0  0.0 131992  6116 ?        S    13:37   0:00 /usr/libexec/gconfd-2
eforney   3532  0.0  0.1 544392 13492 ?        Ssl  13:37   0:00 /usr/libexec/gnome-settings-daemon
eforney   3535  0.0  0.0 289544  8652 ?        Ss   13:37   0:00 seahorse-daemon
eforney   3537  0.0  0.0 135404  2280 ?        S    13:37   0:00 /usr/libexec/gvfsd
